http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=411,"National Energy Board","Long View Systems",,2007-07-27,"1201 Repairs - Computer Hardware and Software",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=410,"National Energy Board","Dianna Pearce",,2007-07-20,"0617 Other Professional Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=424,"National Energy Board","Darlene Ursalak",,2007-07-19,"0617 Other Professional Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=406,"National Energy Board","Hamilton Hall Soles/Ray Berndtson Inc",,2007-07-05,"0603 Other Consulting Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=407,"National Energy Board","CC Technologies",,2007-06-28,"0603 Other Consulting Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=405,"National Energy Board","Stantec Consulting",,2007-06-27,"0617 Other Professional Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=399,"National Energy Board",envirotech,,2007-06-22,"0617 Other Professional Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=398,"National Energy Board","Emond Harnden",,2007-06-06,"0603 Other Consulting Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=397,"National Energy Board","ASHAM West Consulting",,2007-05-31,"0617 Other Professional Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=395,"National Energy Board",CGI,,2007-05-29,"0603 Other Consulting Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=392,"National Energy Board","PEL Market Services",,2007-05-29,"0617 Other Professional Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=393,"National Energy Board","TOCRA Inc",,2007-05-29,"0618 Other Business Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=391,"National Energy Board","Informetrica Ltd.",,2007-05-25,"0617 Other Professional Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=396,"National Energy Board","Safe Software Inc.",,2007-05-24,"1103 Computer Software",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=394,"National Energy Board","Terra Reproductions",,2007-05-24,"0618 Other Business Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=400,"National Energy Board","CCSI Technology Solutions Corp.",,2007-05-17,"1201 Repairs - Computer Hardware and Software",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=404,"National Energy Board",Q9,,2007-05-14,"0618 Other Business Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=388,"National Energy Board","DMTI Spatial Inc.",,2007-05-10,"0622 Computer Services - Data Entry",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=390,"National Energy Board","Nisha Technologies",,2007-05-04,"1102 Computer Media &amp; Parts",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=385,"National Energy Board","Harfang Translation",,2007-05-04,"0613 Translation Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=386,"National Energy Board","Paula MacLeod",,2007-05-04,"0613 Translation Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=387,"National Energy Board","Thema Communications",,2007-05-04,"0613 Translation Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=401,"National Energy Board","Marc Perron",,2007-05-04,"0613 Translation Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=380,"National Energy Board","Hamilton Hall Soles/Ray and Berndtson Inc",,2007-04-30,"0603 Other Consulting Services",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=384,"National Energy Board","Opentext Corp",,2007-04-27,"1103 Computer Software",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=382,"National Energy Board","Opentext Corp",,2007-04-20,"1103 Computer Software",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=374,"National Energy Board","Whatif Technologies",,2007-04-19,"1201 Repairs - Computer Hardware and Software",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=377,"National Energy Board","IHS Energy Canada",,2007-04-19,"1103 Computer Software",,,,
http://www.neb-one.gc.ca/cntrctsrprtng/vwcntrct.aspx?id=372,"National Energy Board","GeoLogic Systems Inc.",,2007-04-18,"0622 Computer Services - Data Entry",,,,
